Name,MACs,CPercent,Memory,MPercent,Params,PPercent,InShape,OutShape
Unsqueeze_442,0,0.00%,8,0.00%,1,0.00%,0,1
Unsqueeze_444,0,0.00%,8,0.00%,1,0.00%,0,1
Unsqueeze_446,0,0.00%,8,0.00%,1,0.00%,0,1
Concat_447,0,0.00%,16,0.00%,0,0.00%,1,4
Reshape_448,0,0.00%,8388608,0.07%,0,0.00%,1x512x4096,1x512x64x64
Add_449,2097152,0.00%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Div_451,4194304,0.00%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Cast_452,0,0.00%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Reshape_454,0,0.00%,8388620,0.07%,3,0.00%,1x512x64x64,1x32x65536
InstanceNormalization_457,20971520,0.00%,8388864,0.07%,64,0.00%,1x32x65536,1x32x65536
Shape_458,0,0.00%,16,0.00%,0,0.00%,1x512x64x64,4
Reshape_459,0,0.00%,8388608,0.07%,0,0.00%,1x32x65536,1x512x64x64
Mul_460,2097152,0.00%,8390656,0.07%,512,0.00%,1x512x64x64,1x512x64x64
Add_461,2097152,0.00%,8390656,0.07%,512,0.00%,1x512x64x64,1x512x64x64
Cast_462,0,0.00%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Sigmoid_463,33554432,0.01%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Mul_464,2097152,0.00%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Conv_465,9665773568,1.71%,17827840,0.15%,2359808,6.91%,1x512x64x64,1x512x64x64
Cast_466,0,0.00%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Reshape_468,0,0.00%,8388620,0.07%,3,0.00%,1x512x64x64,1x32x65536
InstanceNormalization_471,20971520,0.00%,8388864,0.07%,64,0.00%,1x32x65536,1x32x65536
Shape_472,0,0.00%,16,0.00%,0,0.00%,1x512x64x64,4
Reshape_473,0,0.00%,8388608,0.07%,0,0.00%,1x32x65536,1x512x64x64
Mul_474,2097152,0.00%,8390656,0.07%,512,0.00%,1x512x64x64,1x512x64x64
Add_475,2097152,0.00%,8390656,0.07%,512,0.00%,1x512x64x64,1x512x64x64
Cast_476,0,0.00%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Sigmoid_477,33554432,0.01%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Mul_478,2097152,0.00%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Conv_479,9665773568,1.71%,17827840,0.15%,2359808,6.91%,1x512x64x64,1x512x64x64
Add_480,2097152,0.00%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Div_482,4194304,0.00%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Reshape_484,0,0.00%,8388620,0.07%,3,0.00%,1x512x64x64,1x32x65536
InstanceNormalization_487,20971520,0.00%,8388864,0.07%,64,0.00%,1x32x65536,1x32x65536
Shape_488,0,0.00%,16,0.00%,0,0.00%,1x512x64x64,4
Reshape_489,0,0.00%,8388608,0.07%,0,0.00%,1x32x65536,1x512x64x64
Mul_490,2097152,0.00%,8390656,0.07%,512,0.00%,1x512x64x64,1x512x64x64
Add_491,2097152,0.00%,8390656,0.07%,512,0.00%,1x512x64x64,1x512x64x64
Sigmoid_492,33554432,0.01%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Mul_493,2097152,0.00%,8388608,0.07%,0,0.00%,1x512x64x64,1x512x64x64
Conv_494,151027712,0.03%,278560,0.00%,36872,0.11%,1x512x64x64,1x8x64x64
Conv_495,294912,0.00%,131360,0.00%,72,0.00%,1x8x64x64,1x8x64x64
Total,566371876864,100%,11868920324,100%,34165182,100%,_,_
