Name,MACs,CPercent,Memory,MPercent,Params,PPercent,InShape,OutShape
Conv_21,9665773568,0.76%,17827840,0.08%,2359808,4.77%,1x512x64x64,1x512x64x64
Cast_22,0,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Reshape_24,0,0.00%,8388620,0.04%,3,0.00%,1x512x64x64,1x32x65536
InstanceNormalization_27,20971520,0.00%,8388864,0.04%,64,0.00%,1x32x65536,1x32x65536
Shape_28,0,0.00%,16,0.00%,0,0.00%,1x512x64x64,4
Reshape_29,0,0.00%,8388608,0.04%,0,0.00%,1x32x65536,1x512x64x64
Mul_30,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Add_31,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Cast_32,0,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Sigmoid_33,33554432,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Mul_34,2097152,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Conv_35,9665773568,0.76%,17827840,0.08%,2359808,4.77%,1x512x64x64,1x512x64x64
Add_36,2097152,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Div_38,4194304,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Reshape_40,0,0.00%,8388620,0.04%,3,0.00%,1x512x64x64,1x32x65536
InstanceNormalization_43,20971520,0.00%,8388864,0.04%,64,0.00%,1x32x65536,1x32x65536
Shape_44,0,0.00%,16,0.00%,0,0.00%,1x512x64x64,4
Reshape_45,0,0.00%,8388608,0.04%,0,0.00%,1x32x65536,1x512x64x64
Mul_46,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Add_47,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Reshape_48,0,0.00%,8388620,0.04%,3,0.00%,1x512x64x64,1x512x4096
Transpose_49,0,0.00%,8388608,0.04%,0,0.00%,1x512x4096,1x4096x512
MatMul_50,1073741824,0.08%,9437184,0.04%,262144,0.53%,1x4096x512,1x4096x512
Add_51,2097152,0.00%,8390656,0.04%,512,0.00%,512,1x4096x512
MatMul_52,1073741824,0.08%,9437184,0.04%,262144,0.53%,1x4096x512,1x4096x512
Add_53,2097152,0.00%,8390656,0.04%,512,0.00%,512,1x4096x512
MatMul_54,1073741824,0.08%,9437184,0.04%,262144,0.53%,1x4096x512,1x4096x512
Add_55,2097152,0.00%,8390656,0.04%,512,0.00%,512,1x4096x512
Reshape_56,0,0.00%,8388624,0.04%,4,0.00%,1x4096x512,1x4096x1x512
Transpose_57,0,0.00%,8388608,0.04%,0,0.00%,1x4096x1x512,1x1x4096x512
Reshape_58,0,0.00%,8388608,0.04%,0,0.00%,1x4096x512,1x4096x1x512
Reshape_59,0,0.00%,8388608,0.04%,0,0.00%,1x4096x512,1x4096x1x512
Transpose_60,0,0.00%,8388608,0.04%,0,0.00%,1x4096x1x512,1x1x4096x512
Mul_62,2097152,0.00%,8388608,0.04%,0,0.00%,1x1x4096x512,1x1x4096x512
Transpose_63,0,0.00%,8388608,0.04%,0,0.00%,1x4096x1x512,1x1x512x4096
Mul_65,2097152,0.00%,8388608,0.04%,0,0.00%,1x1x512x4096,1x1x512x4096
MatMul_66,8589934592,0.68%,67108864,0.32%,0,0.00%,1x1x4096x512,1x1x4096x4096
Cast_67,0,0.00%,67108864,0.32%,0,0.00%,1x1x4096x4096,1x1x4096x4096
Softmax_68,301989888,0.02%,67108864,0.32%,0,0.00%,1x1x4096x4096,1x1x4096x4096
Cast_69,0,0.00%,67108864,0.32%,0,0.00%,1x1x4096x4096,1x1x4096x4096
MatMul_70,8589934592,0.68%,8388608,0.04%,0,0.00%,1x1x4096x4096,1x1x4096x512
Transpose_71,0,0.00%,8388608,0.04%,0,0.00%,1x1x4096x512,1x4096x1x512
Reshape_72,0,0.00%,8388620,0.04%,3,0.00%,1x4096x1x512,1x4096x512
MatMul_73,1073741824,0.08%,9437184,0.04%,262144,0.53%,1x4096x512,1x4096x512
Add_74,2097152,0.00%,8390656,0.04%,512,0.00%,512,1x4096x512
Transpose_75,0,0.00%,8388608,0.04%,0,0.00%,1x4096x512,1x512x4096
Reshape_76,0,0.00%,8388624,0.04%,4,0.00%,1x512x4096,1x512x64x64
Add_77,2097152,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Div_79,4194304,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Cast_80,0,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Reshape_82,0,0.00%,8388620,0.04%,3,0.00%,1x512x64x64,1x32x65536
InstanceNormalization_85,20971520,0.00%,8388864,0.04%,64,0.00%,1x32x65536,1x32x65536
Shape_86,0,0.00%,16,0.00%,0,0.00%,1x512x64x64,4
Reshape_87,0,0.00%,8388608,0.04%,0,0.00%,1x32x65536,1x512x64x64
Mul_88,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Add_89,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Cast_90,0,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Sigmoid_91,33554432,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Mul_92,2097152,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Conv_93,9665773568,0.76%,17827840,0.08%,2359808,4.77%,1x512x64x64,1x512x64x64
Cast_94,0,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Reshape_96,0,0.00%,8388620,0.04%,3,0.00%,1x512x64x64,1x32x65536
InstanceNormalization_99,20971520,0.00%,8388864,0.04%,64,0.00%,1x32x65536,1x32x65536
Shape_100,0,0.00%,16,0.00%,0,0.00%,1x512x64x64,4
Reshape_101,0,0.00%,8388608,0.04%,0,0.00%,1x32x65536,1x512x64x64
Mul_102,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Add_103,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Cast_104,0,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Sigmoid_105,33554432,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Mul_106,2097152,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Conv_107,9665773568,0.76%,17827840,0.08%,2359808,4.77%,1x512x64x64,1x512x64x64
Add_108,2097152,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Div_110,4194304,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Cast_111,0,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Reshape_113,0,0.00%,8388620,0.04%,3,0.00%,1x512x64x64,1x32x65536
InstanceNormalization_116,20971520,0.00%,8388864,0.04%,64,0.00%,1x32x65536,1x32x65536
Shape_117,0,0.00%,16,0.00%,0,0.00%,1x512x64x64,4
Reshape_118,0,0.00%,8388608,0.04%,0,0.00%,1x32x65536,1x512x64x64
Mul_119,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Add_120,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Cast_121,0,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Sigmoid_122,33554432,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Mul_123,2097152,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Conv_124,9665773568,0.76%,17827840,0.08%,2359808,4.77%,1x512x64x64,1x512x64x64
Cast_125,0,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
Reshape_127,0,0.00%,8388620,0.04%,3,0.00%,1x512x64x64,1x32x65536
InstanceNormalization_130,20971520,0.00%,8388864,0.04%,64,0.00%,1x32x65536,1x32x65536
Shape_131,0,0.00%,16,0.00%,0,0.00%,1x512x64x64,4
Reshape_132,0,0.00%,8388608,0.04%,0,0.00%,1x32x65536,1x512x64x64
Mul_133,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Add_134,2097152,0.00%,8390656,0.04%,512,0.00%,1x512x64x64,1x512x64x64
Cast_135,0,0.00%,8388608,0.04%,0,0.00%,1x512x64x64,1x512x64x64
